# plik lowl lowE chi_eff_sq As ns tau
7.147040e+03 5.238498e+01 3.979375e+02 7.597363e+03 2.33880462 0.96731589 0.07153283
2.719280e+05 5.713886e+01 3.969882e+02 2.723822e+05 3.31838989 0.97399157 0.05677124
2.658076e+03 5.757130e+01 3.982435e+02 3.113891e+03 2.19833061 0.95887501 0.07335947
3.691602e+03 5.564992e+01 3.974098e+02 4.144662e+03 2.25243359 0.96325187 0.07002797
3.593517e+03 7.325198e+01 3.970820e+02 4.063851e+03 2.09805038 0.96815902 0.07083149
2.638158e+03 6.848710e+01 3.975555e+02 3.104201e+03 2.17214827 0.97188481 0.07244346
2.758058e+03 5.958517e+01 3.985290e+02 3.216172e+03 2.21990058 0.96468861 0.07470964
3.008427e+03 7.638835e+01 3.976421e+02 3.482458e+03 2.13064208 0.97580699 0.07359932
2.803973e+03 6.023363e+01 3.977756e+02 3.261983e+03 2.15845130 0.95819741 0.07199784
4.270406e+03 7.589375e+01 3.968788e+02 4.743179e+03 2.07212558 0.96788350 0.07002557
3.788887e+03 5.357674e+01 3.993478e+02 4.241811e+03 2.28434717 0.96217778 0.07605925
2.879192e+03 6.394204e+01 3.977960e+02 3.340930e+03 2.21624479 0.97130500 0.07290777
3.467784e+03 6.138178e+01 3.975118e+02 3.926678e+03 2.11959553 0.95485341 0.07125079
3.153984e+03 2.000000e+30 3.974980e+02 2.000000e+30 2.19039036 1.00617115 0.07517192
3.208420e+03 6.801203e+01 3.979014e+02 3.674334e+03 2.23133780 0.97884055 0.07377275
2.893921e+03 6.601937e+01 3.990220e+02 3.358963e+03 2.16251960 0.96603423 0.07701985
4.024137e+03 5.311467e+01 3.975863e+02 4.474838e+03 2.26773446 0.96037608 0.07025064
3.863105e+03 5.404838e+01 3.983046e+02 4.315458e+03 2.12484958 0.94313498 0.07267310
2.656302e+03 6.559895e+01 3.974865e+02 3.119387e+03 2.18641761 0.96998872 0.07182971
4.952621e+03 7.511672e+01 3.968368e+02 5.424574e+03 2.05517560 0.96460898 0.06961881
2.815301e+03 6.750976e+01 3.980558e+02 3.280867e+03 2.21175794 0.97544150 0.07421631
6.390695e+03 5.643356e+01 3.958622e+02 6.842991e+03 2.25086773 0.96800770 0.05553080
9.877924e+03 4.736256e+01 3.981699e+02 1.032346e+04 2.38623768 0.96140828 0.07104274
2.768177e+03 7.992023e+01 3.980113e+02 3.246109e+03 2.15391941 0.98265045 0.07552382
6.747094e+03 5.715756e+01 3.971021e+02 7.201353e+03 2.31349464 0.97373634 0.06918783
3.930957e+03 7.148399e+01 3.976736e+02 4.400114e+03 2.09773989 0.96530445 0.07298645
2.687020e+03 5.441859e+01 3.980624e+02 3.139501e+03 2.19101894 0.95269016 0.07212837
2.796629e+03 7.119734e+01 3.971196e+02 3.264946e+03 2.13862801 0.97128960 0.07075487
2.960861e+03 5.388759e+01 3.996001e+02 3.414348e+03 2.25133805 0.95849593 0.07674952
2.707060e+03 6.639701e+01 3.983331e+02 3.171790e+03 2.16979893 0.96807424 0.07492867
2.763929e+03 5.826645e+01 3.983566e+02 3.220552e+03 2.21847687 0.96255312 0.07385878
3.900869e+03 7.182281e+01 3.973486e+02 4.370040e+03 2.09396879 0.96549751 0.07188075
2.733148e+03 7.087663e+01 3.969278e+02 3.200952e+03 2.14147756 0.97151052 0.06987961
2.800644e+03 7.140272e+01 3.971644e+02 3.269211e+03 2.19212622 0.97879518 0.07109953
8.234390e+03 7.494878e+01 3.976002e+02 8.706939e+03 2.01169871 0.95703858 0.07299264
3.719860e+03 5.292171e+01 3.993767e+02 4.172158e+03 2.28335648 0.96079265 0.07611229
3.454143e+03 5.997664e+01 3.970735e+02 3.911194e+03 2.23453845 0.96848598 0.06930113
1.822136e+04 4.829050e+01 3.991639e+02 1.866881e+04 2.48510356 0.97415263 0.07458838
2.658929e+03 6.344854e+01 3.972297e+02 3.119607e+03 2.16379840 0.96421484 0.07032485
4.007278e+03 7.417153e+01 3.988199e+02 4.480270e+03 2.11003257 0.96918112 0.07746434
2.811963e+03 6.886111e+01 3.974546e+02 3.278279e+03 2.20149148 0.97640639 0.07224373
2.822031e+03 6.362433e+01 3.968913e+02 3.282546e+03 2.13850091 0.96144078 0.06872989
5.123893e+03 7.632252e+01 3.976817e+02 5.597898e+03 2.06523529 0.96639803 0.07353811
3.449028e+03 6.163198e+01 3.975034e+02 3.908163e+03 2.24066328 0.97138484 0.07141300
2.865465e+03 5.727141e+01 3.990703e+02 3.321807e+03 2.17432616 0.95464588 0.07583876
4.774660e+03 5.379957e+01 3.976148e+02 5.226074e+03 2.28741996 0.96406511 0.07059393
2.654679e+03 5.749108e+01 3.985849e+02 3.110755e+03 2.20051841 0.95878107 0.07446497
3.333463e+03 7.581328e+01 3.973762e+02 3.806652e+03 2.11152175 0.97272669 0.07249488
2.738513e+03 6.675315e+01 3.979356e+02 3.203201e+03 2.16017717 0.96761390 0.07352051
3.284094e+03 5.608427e+01 3.977548e+02 3.737933e+03 2.24274160 0.96247442 0.07150656
1.379458e+04 4.461818e+01 3.967529e+02 1.423595e+04 2.32857697 0.95086428 0.04612585
2.852010e+03 6.306889e+01 3.969474e+02 3.312026e+03 2.20015159 0.96881907 0.06914904
3.354645e+03 8.690932e+01 3.978571e+02 3.839412e+03 2.11324722 0.98453545 0.07551600
2.653126e+03 7.374558e+01 3.969382e+02 3.123810e+03 2.15504701 0.97692519 0.07024137
5.877099e+03 7.640253e+01 3.987403e+02 6.352241e+03 2.06464180 0.96535930 0.07732821
5.371182e+03 6.095532e+01 3.959724e+02 5.828110e+03 2.22187522 0.97229953 0.05475790
1.005886e+04 2.000000e+30 3.966755e+02 2.000000e+30 2.27737278 1.04959619 0.07260961
3.528756e+03 3.844745e+01 3.967220e+02 3.963926e+03 2.17152848 0.90574543 0.06205408
3.466589e+03 6.313181e+01 3.984221e+02 3.928143e+03 2.13010612 0.95806618 0.07463566
2.765954e+03 5.817376e+01 3.976900e+02 3.221818e+03 2.20887304 0.96168509 0.07149676
3.403716e+03 4.060155e+01 3.981644e+02 3.842482e+03 2.25414942 0.92536279 0.06859352
2.637743e+03 6.510889e+01 3.979720e+02 3.100824e+03 2.17995907 0.96799396 0.07352737
4.089958e+03 8.746293e+01 3.973470e+02 4.574768e+03 2.07908237 0.98082686 0.07326492
6.837935e+03 2.000000e+30 3.969204e+02 2.000000e+30 2.13075021 1.09392548 0.07252800
2.741709e+03 8.801571e+01 3.968561e+02 3.226580e+03 2.15252951 0.99256796 0.07103795
2.673006e+03 7.911267e+01 3.987967e+02 3.150916e+03 2.03201711 0.97539089 0.04170776
3.453378e+03 7.578758e+01 3.973109e+02 3.926476e+03 2.10569563 0.97195462 0.07219174
6.684774e+04 4.165228e+01 4.003889e+02 6.728978e+04 2.79724210 0.96893466 0.07354109
2.680816e+03 7.245821e+01 3.969057e+02 3.150180e+03 2.17226421 0.97776968 0.06989750
2.760694e+03 6.585053e+01 3.973853e+02 3.223929e+03 2.19843476 0.97204430 0.07148251
3.046321e+03 6.838992e+01 3.979543e+02 3.512665e+03 2.13788980 0.96669408 0.07380197
1.446529e+04 2.000000e+30 3.966841e+02 2.000000e+30 1.90933790 0.96832252 0.07059216
2.652494e+03 6.853089e+01 3.976440e+02 3.118669e+03 2.18508038 0.97359046 0.07285906
3.124806e+03 5.747149e+01 3.978643e+02 3.580142e+03 2.23606945 0.96388503 0.07212924
4.320844e+03 2.000000e+30 3.966539e+02 2.000000e+30 2.09510329 1.06164220 0.06937106
6.255251e+03 6.104604e+01 3.994539e+02 6.715751e+03 2.16772850 0.97111639 0.03799356
9.467800e+03 8.861772e+01 3.964215e+02 9.952839e+03 1.96518472 0.96641780 0.06833192
3.281110e+03 2.000000e+30 3.965155e+02 2.000000e+30 2.12141789 1.02751478 0.07098600
3.044546e+03 6.940989e+01 3.978765e+02 3.511832e+03 2.22154008 0.97942248 0.07378642
2.653933e+03 6.971206e+01 3.974019e+02 3.121047e+03 2.18004908 0.97469875 0.07203583
4.125386e+03 5.846920e+01 3.973584e+02 4.581213e+03 2.26256101 0.96934621 0.07039296
4.998269e+03 7.423467e+01 3.976235e+02 5.470127e+03 2.06828881 0.96447412 0.07306125
3.066439e+03 6.359041e+01 3.982911e+02 3.528320e+03 2.14552907 0.96092177 0.07436503
2.910383e+03 6.213416e+01 3.975730e+02 3.370090e+03 2.21586670 0.96884947 0.07170111
5.575499e+04 2.000000e+30 3.964189e+02 2.000000e+30 1.62212316 0.95651963 0.06975212
7.802373e+03 8.678135e+01 3.971459e+02 8.286300e+03 2.30165711 1.01095105 0.07286780
2.668243e+03 7.079370e+01 3.971622e+02 3.136199e+03 2.17760354 0.97603698 0.07109256
3.355269e+03 7.054165e+01 3.966908e+02 3.822501e+03 2.10121813 0.96578801 0.06863341
2.957317e+03 6.289648e+01 3.984034e+02 3.418617e+03 2.23047398 0.97116936 0.07480586
3.087275e+03 6.434186e+01 3.976299e+02 3.549247e+03 2.13436623 0.96105333 0.07205821
2.710262e+03 6.153338e+01 3.972238e+02 3.169019e+03 2.19309833 0.96531046 0.07011273
6.266281e+03 8.765891e+01 3.975048e+02 6.751444e+03 2.03445129 0.97423469 0.07400078
2.773459e+03 6.865482e+01 3.977414e+02 3.239855e+03 2.15323757 0.96932213 0.07320781
3.966680e+03 5.268606e+01 3.973915e+02 4.416758e+03 2.26369106 0.95917801 0.06953149
2.771712e+03 5.958166e+01 3.975214e+02 3.228815e+03 2.20618930 0.96372734 0.07111120
3.769392e+03 6.342493e+01 3.967888e+02 4.229606e+03 2.09383543 0.95514959 0.06802709
5.670594e+03 2.000000e+30 3.971872e+02 2.000000e+30 2.15515196 1.07815451 0.07812210
3.133656e+03 6.779812e+01 3.986219e+02 3.600076e+03 2.23853497 0.97886793 0.07628451
2.765809e+03 7.861525e+01 3.972750e+02 3.241699e+03 2.18210969 0.98592287 0.07236290
3.256711e+03 6.992345e+01 3.982998e+02 3.724934e+03 2.13190837 0.96750397 0.07525467
4.546131e+03 5.923347e+01 3.973479e+02 5.002712e+03 2.27237564 0.97184932 0.07045148
6.319907e+03 5.017343e+01 3.981877e+02 6.768268e+03 2.33029296 0.96158246 0.07176121
2.685527e+03 6.168915e+01 3.981800e+02 3.145396e+03 2.20481787 0.96620617 0.07380237
3.515903e+03 8.055865e+01 3.967077e+02 3.993169e+03 2.08847497 0.97579818 0.06953048
2.674821e+03 6.830173e+01 3.976567e+02 3.140779e+03 2.16301737 0.97033521 0.07264924
3.095272e+03 5.733450e+01 3.975542e+02 3.550160e+03 2.22960206 0.96310091 0.07088303
2.663809e+03 6.121395e+01 3.958236e+02 3.120847e+03 2.12607795 0.95872829 0.05911855
2.648680e+03 6.554304e+01 3.981650e+02 3.112388e+03 2.17847907 0.96820970 0.07432658
4.275412e+03 8.110979e+01 3.964269e+02 4.752949e+03 2.05774205 0.97251936 0.06764643
3.786162e+03 6.882899e+01 3.966689e+02 4.251660e+03 2.22978642 0.98109166 0.06860361
3.718902e+03 6.895164e+01 3.987967e+02 4.186651e+03 2.12172010 0.96443321 0.07669684
1.215077e+04 4.343670e+01 3.993014e+02 1.259351e+04 2.43382471 0.95458568 0.07315055
9.640656e+04 4.303843e+01 4.001347e+02 9.684974e+04 2.91425190 0.96809249 0.07149190
3.645987e+03 5.325476e+01 3.990908e+02 4.098333e+03 2.27653157 0.96076055 0.07521755
2.921496e+03 6.721981e+01 3.968786e+02 3.385595e+03 2.19936564 0.97466564 0.06925661
2.681011e+03 6.453310e+01 3.971443e+02 3.142689e+03 2.15735888 0.96495665 0.07019165
3.059918e+03 6.471343e+01 3.960380e+02 3.520669e+03 2.18676855 0.97098947 0.06341834
3.115858e+03 4.847291e+01 3.983534e+02 3.562684e+03 2.24649894 0.94767495 0.07190446
4.845078e+03 6.664349e+01 3.996204e+02 5.311342e+03 2.10260318 0.95812935 0.07878254
5.136040e+04 4.537604e+01 3.960713e+02 5.180185e+04 2.59272185 0.97735987 0.05182588
2.797604e+03 6.668351e+01 3.978627e+02 3.262151e+03 2.15397811 0.96672486 0.07330168
2.670457e+03 5.919449e+01 3.984270e+02 3.128078e+03 2.20608536 0.96237629 0.07417177
4.690050e+03 5.770669e+01 3.994064e+02 5.147163e+03 2.30676306 0.97213458 0.07718948
3.064117e+03 7.058396e+01 3.975034e+02 3.532204e+03 2.12894446 0.96869612 0.07242665
8.746877e+03 8.320251e+01 3.969297e+02 9.227009e+03 1.98853156 0.96354714 0.07082228
6.020198e+03 6.504747e+01 3.987514e+02 6.483997e+03 2.06933558 0.95196454 0.07581354
3.066071e+03 5.502600e+01 3.977717e+02 3.518869e+03 2.23326015 0.95940040 0.07136955
2.672429e+03 6.952874e+01 3.968318e+02 3.138790e+03 2.17308826 0.97426437 0.06921589
3.879938e+03 5.722105e+01 3.980991e+02 4.335258e+03 2.26812571 0.96736438 0.07293437
3.075337e+03 7.096421e+01 3.980543e+02 3.544356e+03 2.13634985 0.96965172 0.07455488
2.688694e+03 5.596272e+01 3.975445e+02 3.142202e+03 2.19545252 0.95636369 0.07060933
3.243042e+03 6.932100e+01 3.965632e+02 3.708926e+03 2.10304167 0.96475302 0.06755205
3.149046e+03 8.649136e+01 3.984435e+02 3.633981e+03 2.21847902 0.99807878 0.07809032
1.007580e+04 5.932114e+01 3.971728e+02 1.053229e+04 2.35905515 0.98287176 0.06987796
2.704876e+03 7.508065e+01 3.976604e+02 3.177617e+03 2.15637995 0.97784408 0.07354105
8.240685e+03 5.304989e+01 4.014341e+02 8.695169e+03 2.18184248 0.96048961 0.03118505
3.074704e+03 6.236707e+01 3.977459e+02 3.534817e+03 2.22742946 0.97056533 0.07233932
7.500207e+03 8.116758e+01 3.982308e+02 7.979606e+03 2.02802108 0.96572856 0.07610610
2.788416e+03 7.419264e+01 3.965840e+02 3.259193e+03 2.12742288 0.97412233 0.06850152
4.463100e+03 5.290543e+01 3.979716e+02 4.913977e+03 2.28593919 0.96193438 0.07165616
4.643756e+03 7.611402e+01 3.980294e+02 5.117899e+03 2.08168493 0.96813761 0.07496205
2.701738e+03 5.804608e+01 3.974410e+02 3.157225e+03 2.16849701 0.95638832 0.07047770
3.617937e+03 6.082561e+01 3.982332e+02 4.076996e+03 2.25871792 0.97184272 0.07403199
2.817668e+03 4.731801e+01 3.985387e+02 3.263525e+03 2.19951214 0.93916376 0.07209560
3.307824e+03 6.696058e+01 3.988766e+02 3.773661e+03 2.13932528 0.96420397 0.07675618
3.217818e+03 6.623387e+01 3.968904e+02 3.680942e+03 2.21654984 0.97552600 0.06943211
3.743373e+03 7.241204e+01 3.975492e+02 4.213334e+03 2.10197538 0.96710677 0.07286431
2.645642e+03 6.699868e+01 3.972989e+02 3.109940e+03 2.17876408 0.97109497 0.07113647
3.043393e+03 5.536965e+01 3.984921e+02 3.497255e+03 2.24192713 0.96060115 0.07383449
2.786085e+03 6.248408e+01 3.959320e+02 3.244501e+03 2.16332134 0.96512317 0.06125266
3.866020e+03 5.957429e+01 3.987445e+02 4.324339e+03 2.12408153 0.95174308 0.07510816
6.951966e+03 6.004266e+01 3.968674e+02 7.408876e+03 2.30897150 0.97822797 0.06850551
4.738330e+03 7.858892e+01 3.968059e+02 5.213725e+03 2.05752377 0.96895586 0.06990101
2.719795e+03 5.700912e+01 3.977303e+02 3.174534e+03 2.20432047 0.95914351 0.07143460
2.763971e+03 7.214640e+01 3.974506e+02 3.233568e+03 2.14681665 0.97321219 0.07231063
3.138746e+03 5.532186e+01 3.990647e+02 3.593132e+03 2.25452190 0.96174071 0.07563074
2.791155e+03 6.114117e+01 3.966677e+02 3.248964e+03 2.19091472 0.96508008 0.06745725
3.843511e+03 7.491574e+01 3.976049e+02 4.316032e+03 2.09760811 0.96946300 0.07323519
2.715824e+03 5.432074e+01 3.999142e+02 3.170059e+03 2.23281602 0.95673295 0.07777702
2.807696e+03 6.455185e+01 3.971704e+02 3.269418e+03 2.14420401 0.96316850 0.07026590
2.647902e+03 6.861165e+01 3.994279e+02 3.115941e+03 2.19401281 0.97337716 0.07886972
3.931366e+03 7.117363e+01 3.962530e+02 4.398792e+03 2.17030292 0.98063610 0.05380948
4.938436e+03 5.532684e+01 3.977474e+02 5.391511e+03 2.29190891 0.96731259 0.07139950
3.768381e+03 7.540007e+01 3.977767e+02 4.241557e+03 2.10240081 0.97052122 0.07399579
3.058529e+03 5.740598e+01 3.971018e+02 3.513037e+03 2.21953482 0.96236718 0.06895482
2.827492e+03 6.749427e+01 3.976650e+02 3.292651e+03 2.14806129 0.96718649 0.07266974
7.155110e+03 6.088463e+01 3.958707e+02 7.611866e+03 2.26515698 0.97685395 0.05776293
3.773929e+03 4.122250e+01 4.009637e+02 4.216115e+03 2.18216832 0.91959932 0.07651695
5.646954e+03 6.761492e+01 3.972136e+02 6.111783e+03 2.05335452 0.95454950 0.07061640
3.228040e+03 6.331030e+01 3.975906e+02 3.688941e+03 2.12793804 0.95876457 0.07170118
3.177061e+03 6.281084e+01 3.983528e+02 3.638225e+03 2.24116745 0.97247891 0.07463362
5.753731e+03 5.674736e+01 3.968275e+02 6.207306e+03 2.20638699 0.96529786 0.04774749
2.637546e+03 6.729235e+01 3.969446e+02 3.101783e+03 2.16220545 0.96964215 0.06965305
3.918158e+03 7.001744e+01 3.964258e+02 4.384602e+03 2.07587022 0.96202913 0.06678603
3.571738e+03 7.876693e+01 3.974870e+02 4.047992e+03 2.10202915 0.97468053 0.07307412
2.801767e+04 2.000000e+30 3.984725e+02 2.000000e+30 1.82063370 0.96860123 0.07990373
